Pro_name,Pro_color,Cus_name,Rating,Title,Date,Review
iphone 11,purple,R. M.,5,Great phone!,14-Feb-21,I received the phone two weeks ago and I was a little nervous after some of the reviews I've read about renewed phone. It came in a generic box and the phone was inside a bubble wrap package. I quickly inspected the phone and it was perfect. It looks pra
iphone 11,purple,Raquel,5,Worth the buy,18-May-20,Honestly it was because of the reviews why I trusted the seller. And it was worth it. Cana??t complain no scratches no damage no issues what so ever. I wild recommend anyone to them. I use metro pcs as my carrier and they do support this phone. Plus I ge
iphone 11,purple,Charneshia,5,MUST BUY!,8-Aug-20,"The media could not be loaded.
                




  ??I always buy used phones but the last phone I bought battery was messed up (ita??s was a iPhone 6s)  and desperately needed a new phone I came across this phone on here and was Skeptical because not"
iphone 11,purple,Neg3000,5,Good value for a nice product.,16-Feb-20,"Excellent condition, like new. Very happy with it so far."
iphone 11,purple,Amazon Customer,1,Do not buy from this seller,22-Mar-21,DO NOT BUY FROM THIS SELLER.  Purchased a refurbished iPhone 11 and it never connected to cell service correctly until eventually it stopped working altogether.  I got a new SIM card and still nothing. Went to apple store and they ran diagnostics on it a
iphone 11,purple,Champagne,1,Battery already low,22-Oct-21,"When arrived, battery life was already at 80%. My husband has had this same phone for two years and hea??s still in the 90a??s. After researching, I was able to get the same phone for very close to the same price at the Apple store near me and it was bra"
iphone 11,purple,Ali Ghorbani,1,"awful seller, grade C product is described as excellent like new condition.",15-Jun-21,"very visible scratch on screen at top right corner, seller described this junk as like new condition. I thought I am saving $80 dollars by getting a nice like new product but was very disappointed. Packaging was done by a 3-4 years old for sure. whoever "
iphone 11,purple,Ryan B.,5,Good device,11-Dec-21,"Reviews ask for battery life, facial recognition, and fingerprint reader. The facial recognition software and fingerprint reader are ios software so that should be the same across all devices. That being said they both work as they should on the device. "
iphone 11,purple,kaleana,1,Came to me scratched and covered up!,8-Jun-20,"Brand new phone, are at least it was supposed to be. The screen came scratched! The company place a screen protector over the top to hide, so sent it out damaged in the first place. Very disappointed in the large purchase and already damaged!!"
iphone 11,purple,Gilgamesh,1,It didn't work.,3-Dec-20,It didn't work out of the box. The number 8 wouldn't work and the downloading of software from the old phone had to be restarted 3 times. Returned it. Bought a 10 refurbished from iPhone. The return was easy so they do stand behind their product and the
iphone 11,purple,Tori bennett,5,great phone,14-May-20,"i was a little weary about buying an iphone from a third party seller, but this phone is amazing quality! it came with an apple charger, and there were absolutely no scratches or damage on the phone. it works like new and the maximum battery capacity was"
iphone 11,purple,Leonardo Rodriguez,4,Good Deal,27-Dec-21,"This iPhone 11 came at a great price and it was in pretty good condition. Not great, but that is to be expected from a refurbished iPhone. Has a few scratches here & there, but nothing too major. The battery was at 93% of its life; therefore, it is still"
iphone 11,purple,Salt bab,5,This is the real deal <3,17-Mar-21,"Ita??s perfect <3 My date got me this phone as a v times day gift and I just absolutely love it therea??s no problems at all (not a paid review lol :,> ) there are a few scratches on the side but ita??s nothing a phone case cana??t fix the back and front"
iphone 11,purple,ahseel,5,Phone was like brand new,19-May-20,I purchased the black iPhone 11 and it came in with no scratches or dents in the phone. The screen was also flawless. The battery percent was at 100%. I am satisfied with my purchase and would definitely buy from BuySpry again!! Also this is my second am
iphone 11,purple,Amazon Customer,5,Best Christmas Gift Ever!,30-Dec-21,"We bought this phone just before Thanksgiving 2021 for our daughter for Christmas. I was unable to provide an honest rating due to not opening it.Now that it's been a few days, my daughter absolutely loves it! She states that the battery life is exponent"
iphone 11,purple,Sammi,5,PERFECTION,8-May-20,This phone came in only two days. The phone came with a sturdy charger and charging box. The phone also came with a glass screen protector on it which I REALLY appreciate bc I can NEVER get mine on perfectly. This one is on PERFECTLY. the battery life wa
iphone 11,purple,lokeyz,5,GREAT BUY! Fantastic Price! AWESOME,21-May-21,After a three year hiatus of wanting another phone from the iPhone 6plus which by the way was a replacement from my 8plus at the time a??yea I know you all like what the a??lol yes times was hard lol came across this phone read the reviews and since Ia??
iphone 11,purple,sharabean hill,5,10/10 recommend .,18-Feb-22,"I usually never do reviews, I just read them, but for the people wondering if this phone is a good purchase or not after reading these. I say step out on faith because it was most def a good purchase .I got the standard shipping ( cheaper ) & it was supp"
iphone 11,purple,Jackie Rojas,3,Buy brand new instead.. ita??s about the same cost for better quality,17-Mar-21,"Eh. In my opinion, ita??s just as expensive as a brand new phone but it appears gently used. T-Mobile full price was 599.. this phone (shipping  cost?) was 592.. It came with a non brand charger, ita??s got minor scratches on the screen and some around"
iphone 11,purple,Amazonshopper123,4,Just recommend,17-Sep-20,Great product so far Ia??ve been waiting some time to write this review because people say it breaks after a week to a month ita??s been a little over a week and ita??s been great looks brand new no issues whatsoever Ia??ll keep you updated however.Conti
iphone 11,purple,Tory S,1,"Beware. Phone is not ""renewed""",21-May-21,I bought this phone yesterday since I had broken my other phone and needed a new one fast. But since getting it hooked up and working yesterday (the same day I received it)  the earpiece is scratchy and distorted to the point that you cant hear the perso
iphone 11,purple,Harley Quinn,3,Kinda disappointed:/,10-Dec-21,"I was really excited to upgrade from XR to this phone and the first thing I noticed on it was the camera has scrapes around it , I almost noticed holes or something on the color pain job around it. Not sure if thata??s supposed to look like that but it m"
iphone 11,purple,Miguel C.,5,Like brand new,30-Dec-19,"I was very skeptical about buying a renewed  iphone. The phone arrived like a brand new iPhone, not a single dent or scratch and it has been working perfectly"
iphone 11,purple,Emily rangel,5,I got my phone,23-Sep-20,Very nice Ita??s not a scam
iphone 11,purple,Enrique Jimenez,4,iphone that last only 5 months,13-Jan-22,It is a rebuilt item that claims to be new and is fine in appearance and functionality but it only lasted 5 months. I told the provider about this and he did not reply. Be careful buying in this store as there is a risk of losing your money. I have bough
iphone 11,purple,JM,3,87% Battery Capacity upon delivery,31-Jan-22,"I received the phone on January 13th. I have been using it for a couple weeks, so that it could run the battery performance check. Once completed it is now showing that my battery health is at 87% of maximum capacity. It is now January 30th as of this re"
iphone 11,purple,Rose,1,Seller needs to be more detailed,7-Oct-21,The iPhone 11 does not allowed to activate the SIM card. We went to our telephone provider and they told us that the SIM is block. I called our telephone provider and technician  indicated that this phone is not allowing our SIM card to activate. I do no
iphone 11,purple,Christina Perez,2,Speakers,4-Feb-22,"The speakers dona??t work like they are suppose too. The battery life on the phone isna??t what is should be. The phone did come with a screen protector, which is very good! The phone should at least be checked for faults before sending out at least if y"
iphone 11,purple,Georgia M Gidney,1,Scam!! Do not buy from this seller.,27-Mar-21,"Straight out of the box, the phone did not work. The seller told me I just needed to updated the phone. Jumped through hoops trying to update and reset the phone with no success.  According to Apple, the phone was over 1500 days out of warranty.  Not sur"
iphone 11,purple,Robin O'Bryant,5,Damaged replaced easily. New phone is perfect!,10-May-20,"UPDATE: return and refund went smoothly. New phone works perfectly, no issues!According to Apple this is a faulty device that needs to be replaced. It randomly powers down and they say it's a logic board problem that cannot be fixed. I'm hoping the selle"
iphone 11,purple,chris,3,Screen scratches,11-Jul-20,"Ok, let me start by saying I was really sketched out by ordering this. It still costs a pretty penny but youa??re unable to view the quality before hand. This by no means will receive a 5 star rating from me  not because it lacks the apple packaging and "
iphone 11,purple,mic4mac,5,Awesome deal!,21-Jun-21,Phone works great and it arrived early with super fast shipping!  I was kinda bummed it came with only  89% battery life-Ia??m jealous of the people who got the 100% battery-but seriously-this is a great deal; my carrier tried to sell me the same phone f
iphone 11,purple,Jessicca,5,Awesome Vendor For Awesome Phone,28-Jun-20,"I havena??t owned an iPhone since the first generation. Ia??ve been an android baby for years since then. That said, theya??ve made iPhone controls way easier to learn and handle since then. I was a bit skeptical to swap over, but ita??s definitely worth"
iphone 11,purple,Keenan Nees,1,Fake IPhone broke right after return date closed.,3-Nov-21,"Right off the bat I knew something wasna??t right, the speakers werena??t loud, camera wasna??t up to par and the screen had a light spot in it all compared to my girlfriends iPhone 11. Fast forward 4 months later shortly after the return window closed f"
iphone 11,purple,Kayla,5,Highly recommend,5-May-20,Phone works great! Works with my straight talk plan. Battery life is wonderful! Super fast shipping!
iphone 11,purple,Alliyah Clarke,5,idk what ya??all talking about,11-Nov-21,"okay i got this phone and it came in my buildings amazon hub,, my the battery 10/10 LONG LASTING, the condition of the phone is really good no cracks, it comes with a screen protector, everything about this phone is amazing."
iphone 11,purple,Sarah Lill,1,Faulty Phone!,11-Aug-21,This phone worked fine for about 3 months and then just as the warranty ended this phone started to have a lot of problems. I was only able to use the phone on speaker phone for a while so people could hear me. I have had a lot of issues with the speaker
iphone 11,purple,Amazon Customer,5,Worth it considering ita??s refurbished & phone company cana??t bill me payment plans.,5-Apr-21,"Ia??m overall happy. I havena??t had it for a month yet, but when receiving it, the battery was at 92% health, which is still good, for what I need. The customer service was quick to get back regarding a question I had in date of purchase. Ia??m not able"
iphone 11,purple,Andrew Hawkins,1,BIG SCRATCH ACROSS THE SCREEN!,30-Dec-21,I got a product that goes against the guarantee written in the description of the product. It says there will be no visible imperfections when the phone is held from arms length. I could see the scratch all the way down the hallway in my home. I am attem
iphone 11,purple,Christie S.,5,I want people to know this when buying a high dollar.,17-Apr-20,This is a great product!! The phone came in a good reliable box and was here a day before it was supposed to be. I would recommend this seller 100%
iphone 11,purple,K Jinks,5,Renewed/ works like new!,3-Jul-20,"This was a purchase for my teenage son. He has had this phone now for about three months and loves everything about it. The camera has so many features, ita??s truly incredible. The lightning fast charge really works. I wouldna??t be afraid to by renewed"
iphone 11,purple,Nate,1,"Tried 2 times, both phones were majorly glitchy.",28-Feb-22,"I've always bought refurbished iphones off Amazon, so I expected this to be just as good an experience.  The first phone I bought was great for a week, then started getting glitchy.  The screen image would vibrate, and the colors would change in and out."
iphone 11,purple,SierraH,5,Leap of faith,2-Mar-21,"I bought this phone a few months ago and wanted to wait before writing a review.  Overall, I am very happy with it.  No glitches or bugs, minimal scratches on the back.  I recommend this seller."
iphone 11,purple,Jaquelina Rodriguez,5,Great for the price ! A steal,9-May-20,Almost like new! It had a couple light scratches in the back and a bit deeper one on the  bottom side (not the screen but on the gold/black part) it isna??t anything to be upset about since ita??ll be covered by a case and isna??t that visible unless you
iphone 11,purple,Jake O,1,Dona??t waste your time these are just repackaged used phones. Nothing a??reneweda??about them,7-Jul-21,Screen is covered in tiny scratches. Looks like it was kept in someonea??s pocket constantly with keys. I can tell the phone was taken apart at some point because there are pry marks on the side of it. For $530 I should have just spent the extra $130 to 
iphone 11,purple,Yessie V.,3,Phone came in Flawless shape but battery life was not !,21-Sep-21,"So I was very skeptical only because this would be my second purchase through amazon . The first time was ordering for my mother in law and it turned out fine for her , physically flawless phone with great battery life. For me on the other hand the batte"
iphone 11,purple,Samantha,1,Does work 1 year later,16-Oct-21,So my phone has been working great since I bought it in May 2020. I take great care of it. I have a case on it. It hasna??t gotten wet or anything. I did the new update recently and it was fine at first but the cellular isna??t working. Apple said it was
iphone 11,purple,Kevin L. Stephens,1,DO NOT DO BUSINESS WITH THIS SELLER,30-Nov-21,Horrendous customer service and equally bad products!!! Every device (whether purchased or warranty replaced) has been defective. Verizon even told us with this last device that they did not even recognize the serial numbers for the phone).The phone work
iphone 11,purple,Husky,3,Received phone with small crack/scratch screen,18-Nov-21,I received my refurbished iPhone and on the screen I noticed a deep scratch so I felt it with my finger and it was smooth as there was no scratch there was a screen protector over the phone when I received it so I pulled the screen protector back and yes
iphone 11,purple,Lori TO,5,Respond quickly & great service,6-Oct-21,"We had an issue with calls hearing them, during the 90 day period and they were awesome in getting a replacement next day after me shipping the defective one back. They respond to messages immediately and are very nice to work with! Other than that one l"
iphone 11,purple,achuyt shrestha,1,Defective phones...ruined my sister day.,19-Nov-21,I am dissapointed.. i had 2 unlocked iphone 11 (excellent condition) purchased from here but both had major issues. First which i already replaced had touchscreen issue and now my second white iphone 11 has network issue which i purchased for my sister a
iphone 11,purple,pagan1961,4,NO disappointment here,20-Nov-21,"Phone arrived sooner than expected. Came in a sturdy box, new charger.  iPhone 11 - Looked like new, no scratches, no dings. Fired it up, transferred my info & apps - and off we went.  Very impressed with it. And price was very reasonable.  I will defini"
iphone 11,purple,Amazon Customer,1,"These are not ""Minor Blemishes.""",30-Sep-21,"Phone came with screen seriously scratched. It says that they have minor blemishes that are ""not visible when held at arms length."" But that is BS as this phone had pretty serious scratches on the screen. Other blemishes would be fine, but not on the scr"
iphone 11,purple,VAVixen,1,Refurbished junk,2-Oct-20,"Phone is defective and Ia??ve contacted the seller several times and have not heard back. The phone wona??t stay on and is stuck in a reboot loop. My other phone is broken, hence why I ordered this one and now I have to wait to receive a refund to order "
iphone 11,purple,Lisa,3,"Great Phone, Terrible Seller",1-Oct-21,"The phone itself is nice, there are a few tiny scratches on the corner but they're not noticeable at all. I've had it for about a week and everything works fine, the battery health is at 90% and lasts for awhile between charges which is nice. I took off "
iphone 11,purple,rifth,5,"Great phone, battery at 89% of its potential, but works great and looks great!",9-Feb-22,Its just like a brand new phone except:  battery potential is limited at 89% and it came with a generic box and charger.  I'm totally satisfied- the price was right.  Thank you amazon.
iphone 11,purple,Antonio montezuma,5,Excellent phone,18-Jan-20,Came in time was wrapped very good It is a great phone Im enjoying it very much
iphone 11,purple,Attendant Supply,4,Has noticeable scratches...can see at arms length.  Otherwise a good phone.,21-Sep-21,"This phone is supposed to have no scratches visible at arms length.  Not true.  Very very visible scratches.  However it is a good phone and a glass screen protector will cover them.  Was a bit disappointed to see such visible scratches, but it was at a "
iphone 11,purple,Mommahunee,5,Buy it!,17-Nov-21,"I was hesitant about buying this but I definitely recommend! They phone came with a screen protector already on it, and a charger as well. Ita??s been fantastic! There were no scratches or dents. It is in really good condition and Ia??m super happy I mad"
iphone 11,purple,K,5,Great iPhone,27-Apr-20,At first I was a little bit skeptical about buying this phone from a random seller but I still proceeded to purchase the phone. I'm so glad I did because the phone came in PERFECT condition. No scratches or cracks anywhere along the phone. It even came w
iphone 11,purple,Danika Simpson,4,Not too bad,3-Jan-22,This was not an entirely as purchase my only issue is sometimes the screen jumps. Ita??s not very often but Ia??ve noticed or a few times. Also there is this weird thing that happens when I try to record videos with audio. There is this sound that overpo
iphone 11,purple,Humanbeing5421,1,Crap,3-Nov-21,"Couldn't even make a phone call!  When trying to return it I kept getting stalled.  I finally decided to pay the return shipping.  Customer service was crap, phone was crap and I will never purchase from this company again!"
iphone 11,purple,Lake cabin,3,A bit disappointed in the screen condition and battery health,14-Jan-22,I've purchased refurbed iPhones in the past and always have been happy with the cosmetics of the phones and the battery health.  This purchase was disappointing as there were numerous scratches on the upper right screen corner as well as what looks like
iphone 11,purple,Alyssa McNichols,5,Overall no issues at all,8-Jul-20,"I LOVE MY IPHONE 11!!! I bought my iphone 11 from here and i was a bit nervous, ia??ve never purchased a phone outside of a phone store so i had my concerns. I read many many reviews on amazon and found this to be the best reviews. I am not disappointed!"
iphone 11,purple,caprise,5,Came early,26-Jan-22,This item arrived earlier than expected however I am more than pleased I had no problem activating it with my carrier it came just as said! The only thing missing was the little tool to get to the Sim card but I guess if thata??s The worst thing that cou
iphone 11,purple,Cristhian Lopez,5,Excellent purchase.  Highly recommended,22-Sep-20,This is my second time buying an Iphone from Amazon sellers.  The first phone I bought was a Iphone 6 in 2017 and up to today it lasted me with no problems but I needed a new upgraded phone with a better c??mara and all new features.  I decided to try th
iphone 11,purple,Joseph,5,Big upgrade from the 6,7-Feb-20,Brand new phone. Great quality for the best price. Very happy with it and would recommend. I wish it came with earbuds  though.
iphone 11,purple,fedup,1,Poor communication for return/refund from a bad iphone from day 1,30-Apr-21,"I ordered an iphone 11 and the day I activated it, I could barely hear notifications, rings, people on the phone, and it kept freezing on screens. I was trying to contact Buyspry, Marketplace, and any combination of those to get help for a return/refund "
iphone 11,purple,RLeen,1,BAD Dona??t Buy it!,19-Jul-21,I usually buy all my phones from this seller.But this one came with a defective microphone.However appearance and functionality was good as new.My biggest issue is my microphone wona??t work at all unless I use a headset. Dona??t waste your money!You won
iphone 11,purple,yeah,1,Scam,16-Nov-21,Costs the same as a new iPhone 11 shipped by apple.Came with random 3rd party charging cable and has scratches on the screen.Doesn't even look like they took the time to clean it.
iphone 11,purple,Ryle m,5,Seems brand new,11-Oct-21,"Havena??t noticed anything wrong with phone in 3 months so far,  battery seems brand new and camera looks good. A lot of space for cheap too. Mine started by charging really slow but I wouldna??t worry about that because the phone was probably powered of"
iphone 11,purple,Colton,3,Didn't replace the battery,6-Oct-21,The product works great and everything but I checked the battery health on the iPhone and it was at 65% battery health. For a iPhone that is supposed to be refurbished they didn't replace the battery. Which means  I have to spend more money to get the ba
iphone 11,purple,rodolfo joo,4,"All good, just for the small scratches and cosmetic details in the corner",8-Aug-21,"The media could not be loaded.
                




  ??The phone It's fine, but I expected that it didn't have any scratches at least.Ok, i understand that is renewed, although it is true that inside the iphone is fine, face id works, camera back and fr"
iphone 11,purple,Jenessis,5,Feedback,6-Apr-20,Just got my phone today and got it activated with cricket and it works perfectly the only thing is right now there is a small black shadow at the bottom of my screen that just started if in the next couple days it won't go away I will send it back but ot
iphone 11,purple,Irene Altman,5,Very good condition,8-Feb-22,"I purchased a refurbished iPhone with my fingers crossed; however, this arrived in immaculate condition, well packaged with the charger and a little stand. I could not find a mark on it. Took it to my carrier to be added to my service and he said I got a"
iphone 11,purple,Amazon Customer,5,Recomendado,29-Apr-21,"Aveces tiene un pequeno descontrol con el volumen pero despues de ahi esta perfecto, me encanta, es mi herramienta mas importante de trabajo desde casa.La carga dura mucho, no es necesario cargarlo todos los dias, con cada 2 dias esta perfecto y le doy m"
iphone 11,purple,Sallyneckbone,1,A hunk of junk,26-Feb-21,It was in very good condition but it is garbage it is garbage it will not sync with any of my Apple products I tried to buy AppleCare and I put in the number the serial number the The serial number and he wouldna??t even register at Apple so that makes m
iphone 11,purple,Phu H.,3,That the back of the phone is dirty when I open the box.,9-Mar-21,"The phone delivery faster than a day that Amazon estimate. The battery life is 100% very good. But the phone is very dirty in the back, especially in the camera part. And the memory has been used 11GB for something that I do not know. I do not see any he"
iphone 11,purple,Hans,3,2nd time I bought from amazon renewed - little disappointed,4-Nov-20,"Its my second time I bought a iPhone from amazon renewed and with buyspry partner.My first time was a iPhone xs, and the cellphone was great, no one visible scratch and screen protector and battery life about 85%This time I was bought a iPhone 11, and th"
iphone 11,purple,Nena,2,Poorly packaged,10-Jun-21,"I sent it back, this was not the renewed quality I had expected.Ia??ve purchased a renewed product before and this in comparison was sloppy and looked liked I bought off of craigslist. It didna??t look trust worthy so I sent it back."
iphone 11,purple,R,2,Quit working after just a few months,21-Feb-22,"I purchased the refurbished phone in August for nearly $500. On Friday, after less than 6 mos. it stopped working. The screen would not swipe. I had used it just minutes ago and it was sitting in my purse and then it no longer functioned. I tried all the"
iphone 11,purple,Tiffany G,5,Perfect for Metro PCS by T Mobile,18-Apr-21,Overall Ia??m very pleased with my newest purchase from this seller! I upgraded my phone from a 6s to this Unlocked 11. It made a world of difference (clearly lol). Setup and Transfer of my data/photos from my old phone to this one was painless. For thos
iphone 11,purple,Amazon Customer,1,Shady! Look elsewhere! Phone quit working!,6-Dec-20,"My iPhone 11 stopped working just after the 90 day a??replacement/repaira??window ended. For $700 I expect my phone to work longer than 90 days, if you feel the same I SUGGEST YOU SHOP ELSEWHERE! PS- I did contact the seller and ask for  help to which th"
iphone 11,purple,Cody,5,"Good condition, not what I was looking for",8-Jul-21,"I was testing the waters to see if I wanted to switch to apple from Android. Phone came in with a few scratches on the body and the battery was at 87%, so it was in pretty good condition. Only returned it because iOS isn't my thing. Comes with a SIM tool"
iphone 11,purple,mia,5,Basically a new phone for a decent price!,2-Nov-20,"The phone I purchased worked very well! The shop was also very accommodating and helpful. If it wasna??t for me going back to Android, I woulda??ve kept the phone.I unfortunately was trying iPhone after being with android for 4 years, and I couldna??t do"
iphone 11,purple,Sarah,5,I never bought a phone from the internet..,28-Mar-20,I was a little concerned to buy a phone off the internet from a 3rd partya??but my good friend recommended it. i bought it for my husband and he loves it!! Ita??s perfect and cheaper to buy it this way with a credit card than to get one from a phone stor
iphone 11,purple,Mary Doolittle,1,This item doesnt work,6-Jan-21,When i reviceved this phone it looked in great shape i turned it on and i put my SIM chip in it and i got to put my apple ID in it and i couldnt use the C or the F key and then a messeage popped up about the screen being messed up because when the previo
iphone 11,purple,Jazmin,5,Absolutely worth the buy,15-May-20,I have to say I was skeptical when purchasing this phone but I absolutely love it. It came with a screen protector already applied as well as a charger. It has no scratches to the screen or any other part of the phone also battery was at 100%. Absolutely
iphone 11,purple,Kevin Dominguez,1,DOES NOT WORK,22-Jun-20,"I purchased this phone as a gift for my dad. Right away I had trouble setting it up, When transferring all the data from his old iPhone it froze. A couple of days later the phone randomly shut off and wouldn't turn back on. The phone itself was fine phys"
iphone 11,purple,Josephine Maxey,1,Too much money for poor service and response time!!!!,5-Jul-21,"IPhone is in excellent physical/visual condition. However, if I pay the price that is sooo close to the Apple cost then why do I have all these problems?!! Even if the purchase is a ""risk"" (because it's renewed/refurbished) Why take so long to respond to"
iphone 11,purple,Manal Abu Fardeh,1,Do NOT buy this,8-Oct-20,It is not an IphoneIt is made in china also it is scratched
iphone 11,purple,Charles F. Caldwell,5,Great. Phone in great shape. No cosmetic issues at all.,8-Jan-22,"I got the phone expecting I would see some evidence that it was a used phone, but, no no real sign except that it came with after market charging cable and charger. No matter, they worked great. The phones functionality was as described and everything wo"
iphone 11,purple,tammy m,1,Camera makes static noise and shakes horribly!,16-Nov-21,Camera is totally messed up. I thought these were supposed to be verified to work properly? I am returning and ordered another one. Hopefully the next one works. Check everything when you receive your phone because this obviously was not checked very wel
iphone 11,purple,Alicia Nelson,4,Mine is good.. almost perfect.. Ia??m happy with it,5-Dec-21,"Ia??m in Jamaica and i was very skeptical about buying this phone after reading some of the reviews, I almost changed my mind. But i still went ahead and its pretty good, its in good condition (8/12/10) and it works good.. only thing Ia??m kinda disappoi"
iphone 11,purple,Hanna E. Conrad,1,Headache,7-Mar-21,When I unboxed the iPhone the touch screen didna??t work. I drained the battery and charged it up and that got the touch screen working.When I tried to use my newly purchased SIM card from Straight Talk it did not work!The iPhone Is locked and will not e
iphone 11,purple,Tatinana,2,Unremovable scratches,7-Dec-21,"First time purchaser.I was hopeful that I would get a phone in a decent enough shape to gift, but unfortunately, the phone arrived with deep unremovable scratches on the front glass, which is a bit odd because they are supposed to be gorilla-glass qualit"
iphone 11,purple,Amazon Customer,4,It delivers almost what is expected from a new iPhone but...,10-Dec-21,"I new it was a refurbished item, however I made my homework reading several reviews and the warranty from the seller.I meets all the expectations except for the bluetooth. It performs with a very poor connection with any kind of device, either audio or a"
iphone 11,purple,floppy,5,Great phone and great price,17-Nov-20,Ordered the 11 because I needed a new phone and without a doubt this was the best price for one.Shipped pretty fast and when it arrived it didna??t come in normal Apple packaging which I expected.Phone works perfectly but main complaint I had was the bat
iphone 11,purple,Geraldine Penola,3,The screen shuts off for almost 30 minutes  whenever somebody calls me.,3-Jun-20,"Video Player is loading.Play VideoPlayMuteCurrent Time??0:00/Duration??0:00Loaded: 0%Stream Type??LIVESeek to live, currently behind liveLIVERemaining Time??-0:00??1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions and "
iphone 11,purple,Kayla,2,NOT UNLOCKED! DO NOT BUY,28-Jan-22,"I thought I was going to be lucky. Usually I ignore reviews, DONT IGNORE! This phone was not fully unlocked and it had stated it was even in the settings. It lied, spent too much money trying to get it fixed. Not worth it at all. I am very disappointed, "
iphone 11,purple,geneoh51,4,Pretty much what I expected,30-Apr-21,Phone was in nice shape except for a few very light scratches on the screen. This is a known issue with the iPhone 11 so I was not surprised. The scratches are insignificant and can't be seen when the phone is being used. They are only visible when the s
iphone 11,purple,Jahkaveus,5,"Good very buta??""March 5","2022""",Ita??s very good. Packaging was poor but is good. Fully unlocked. It dies a hole lot quicker then the others I do say but not a big deal since therea??s iPhone chargers everywhere in my house and car. The charger it came with crumbled in my hands the min
iphone 11,purple,Jordyn Laslo,2,Wi-Fi?,10-Nov-21,I had the phone for about a week and started noticing some issues with the Wi-Fi but would just reset my phone. One day the phone wouldn't let any calls or texts go through I ended up having to go to my phone carrier and see if they could help me and the
iphone 11,purple,Audrey Wheeler,1,Phone Keyboard Didn't Work,7-Mar-22,"As I tried to set up this phone, I found that certain letters on the keyboard were impossible to type. The screen just doesn't respond to touch in certain spots. I was unable to set up the phone, much less use it, because you have to enter your password "
iphone 11,purple,Misty,5,Literally just as a good as a brand new IPhone!!,22-Dec-21,This is the 2nd time I bought a iPhone from Amazon and just as my first I couldna??t be happier! I received a day early and seriously ita??s just as good as brand new out the box! It didna??t have any scratches or defects. The price was Amazing! Thanks f
iphone 11,purple,I Buy Stuff,1,Defective,8-Nov-21,"2 days after receiving my device the phones camera went black. I bought apple insurance to get it fixed, now its doing something wonky with the keyboard. I might as well have bought it new from apple for the hassle. I decided to buy based on mixed review"
iphone 11,purple,A Hilton,5,Perfect !,15-Jul-21,I love it. Ordered yesterday and it was delivered today which is one day earlier than it was suppose to come. Everything is in perfect condition and it worked with metro. I had 0 issues. Switched from iPhone 8 Plus. I was very hesitant on buying because
iphone 11,purple,Reggie B GayAmazon Customer,5,This IPhone Takes Great Night Shots,24-Apr-21,The Best Phone Ia??ve Ever Owned & Ia??m Very Satisfied With The Day & Night Quality a?¡è???a?¡è???e???e???e???e???
iphone 11,purple,Susie lh,4,Iphone11,30-Aug-21,This product seems to work fine in the US. Someone told me my phone comes up from Mexico whenI called.  Not sure but I think that is the phone because I am using the same service that I have for years. I wish apple had left finger reader on iphone11.  Th
iphone 11,purple,Lisa Baran,5,Compatible w Straighttalk. Great phone. Battery is somewhat of an issue.,8-Jul-20,Love the phone. It did not have a mark or flaw on it. Buy with confidence. Saved a lot of money. My only issue is that ita??s not holding a charge. I upgraded from a 6 to an 11. Not one issue switching the phone from one to another. I have Straighttalk s
iphone 11,purple,Janee e???,1,Totally Sucked!!!!,24-Sep-21,I bought the phone refurbished and upon receipt I took it to tmobile to start service and the phone was blacklisted and reported stolen by the owner. I couldn't believe it.
iphone 11,purple,Letty Marie Conley,1,Trash,13-Oct-21,First off the Amazon driver dropped my package from his chest on my front door and left my ring door bell caught it all. My charger plug and cord damged and dirty. My glass screen protector cracked. My phone charged all night and died 5 minutes later. Wa
iphone 11,purple,Adriana Mestayer Roldan,3,Visible scratches held at an arma??s length,28-Oct-20,"I know this is a second hand product but honestly I expected a device without visible scratches held at an arma??s length, as the description says. When I received the phone I immediately saw there was a lot of really noticeable scratches around the bump"
iphone 11,purple,Pinklioness,2,e??£¤ and not the good kind,16-Jan-21,"I received this item today. I didn't receive retail packaging and I received an off brand charging brick and cord, I great but I could live with it. Went through all the trouble of activating the phone on my service to find out this phone gets e??£¤ hot. "
iphone 11,purple,cheetah,5,Great phone,16-Feb-22,Ia??ve had this pastel purple iPhone 11 now for over a year and Ia??m still very happy with it!! I upgraded from a iPhone 7 to the 11. I got it with 256g of memory so it holds a lot. Battery and everything else is still going strong. Very happy with this
iphone 11,purple,Bette D.,4,"It's an iPhone, people.  What's NOT to like?",16-Aug-21,"So far no complaints.  However, there's much to learn and no manual included or available from Apple (which I find reprehensible). So, being an iPhone 'newbie' I had to buy a written manual.  All I can say is, to use this thing properly , it will require"
iphone 11,purple,Sharon,5,I like it !!,23-Oct-21,"So far I'm pretty happy with the phone, I definitely prefer it over Android phones.  I don't have to use fingerprint reader so that's why the low review on that.  Only drawback I can't use my own ringtone/text message tones.  My boyfriend tried to and he"
iphone 11,purple,aglisberto perez,5,Good deal,10-May-20,"Although ita??s a renew phone according what the headline says in the marketplace, I can say ita??s a new phone. Beautiful and perfect presentation. This seller has a good service and a fast shipping option, I got my iPhone on time and hope the next one "
